text,label
urgent mobile number awarded prize guaranteed call land line claim valid hr ppm,spam
aight see bit,ham
sorry mate phone didnt write love kate,ham
wats ur opinion abt abt character,ham
hellodrivbyquit edrunk sorry iff pthis make senrddnot dancce drum n basqihave fun nhite x ro xxxxxxx,ham
contacted dating service someone know find call land line poboxwtgp,spam
message sent askin ltgt dollar shoul pay ltgt ltgt,ham
nah dub je still buff,ham
well know z take care worry,ham
send email mind ltgt time per night,ham
dear going rubber place,ham
bluray player,ham
ummmawill call check inour life begin qatar pls pray hard,ham
im reaching another stop,ham
todaysundaysunday holidayso work,ham
si take mokka player,ham
hello good week fancy drink something later,ham
skallis wont play first two odi,ham
real u getting yo need ticket one jacket im done already used multis,ham
kkwhen going,ham
yup bathe liao,ham
mode men left,ham
u turn heater heater set ltgt degree,ham
waiting call sir,ham
still grinder,ham
get gift year didnt get anything bad,ham
haha cant tmr forfeit haha,ham
hurry home u big butt hang last caller u food done im starving dont ask cooked,ham
talk sexy make new friend fall love world discreet text dating service text vip see could meet,spam
fineabsolutly fine,ham
operate ltgt,ham
im list buyer,ham
back work morro half term u c nite sexy passion b go back chat luv dena call minmobsmorelkpoboxhpfl,spam
come lt n pas lar,ham
check room befor activity,ham
rose redred bloodblood heartheart u u send ti ur friend including u like u get back u r poor relation u need support u r frnd many luvs u praying god marry u try,ham
u made appointment,ham
great safe trip dont panic surrender,ham
message great doctor india drink appy fizz contains cancer causing age,ham
sorry ill call later meeting,ham
shes good r u working,ham
ok,ham
im meeting call later,ham
dear denying word please,ham
future planned tomorrow result today best present enjoy future,ham
get ready moan scream,ham
send ur friend receive something ur voice speaking expression childish naughty sentiment rowdy ful attitude romantic shy attractive funny ltgt irritating ltgt lovable reply,ham
morning ok,ham
hi darlin kate u doin somethin tonight im going pub called swan something parent one drink phone u,ham
every day use sleep ltgt,ham
umma life vava umma love lot dear,ham
super msg danalla timing,ham
ohi asked fun hahatake care,ham
yeah wouldnt leave hour least hows sound,ham
gumbys special ltgt cheese pizza know doin tonight,ham
think im waiting bus inform get ever get,ham
cant pick phone right pls send message,ham
bought one ringtone getting text costing pound offering tone etc,spam
taking italian food pretty dress panty,ham
well im glad didnt find totally disagreeable lol,ham
come karnan car please wait till pm directly goto doctor,ham
sound better evening im costume im sure time finish tomorrow txt end,ham
dont search love let love find u thats called falling love bcoz u dont force u fall u know smeone hold u bslvyl,ham
ur change da report big co ive already made change da previous report,ham
lol well quality aint bad aint complaining,ham
jolly good way give u ticket sat eve speak x,ham
yes baby need stretch open pussy,ham
ok gentleman treat dignity respect,ham
u havent lost ill always b ui didnt intend hurt u never knew u felt iwasmarinethats itriedtell urmomi careabout u,ham
hello love went day alright think sweet send jolt heart remind love hear screamed across sea world hear ahmad al hallaq loved owned possessive passionate kiss,ham
dude avatar imp one point thought actually fly room almost tried hittng one reflex,ham
important prevent dehydration giving enough fluid,ham
donno scorable,ham
,ham
nope think go monday sorry replied late,ham
fyi im taking quick shower epsilon like ltgt min,ham
ok way railway,ham
worry hope photo shoot went well spiffing fun workage,ham
thought bout drink tap spile seven pub gas st broad st canal ok,ham
time coming later,ham
knew u slept v late yest wake late,ham
go opening room til thanksgiving without upcharge,ham
said gonna snow start around pm tonite predicting inch accumulation,ham
cant pick phone right pls send message,ham
per request maangalyam alaipayuthe set callertune caller press copy friend callertune,ham
splashmobile choose gr tone wk subscrition service weekly tone costing p u one credit kick back enjoy,spam
da car park,ham
winner specially selected receive cash award speak live operator claim call ampm cost p,spam
probably money worry thing coming due several outstanding invoice work two three month ago,ham
look like u wil b getting headstart im leaving bout ish u r desperate company could head earlierwe goin meet rummer,ham
lol grr mom taking forever prescription pharmacy like minute away ugh,ham
use foreign stamp whatever send,ham
tell address,ham
well little time thing good time ahead,ham
hello damn christmas thing think decided keep mp doesnt work,ham
okay ive seen pick friday,ham
ok im sure time finish tomorrow wanna spend evening co would vewy vewy lubly love xxx,ham
wonder world th th ur style th ur smile th ur personality rd ur nature nd ur sm st ur lovely friendship good morning dear,ham
sim subscriber selected receive bonus get delivered door txt word ok claim pmsg exp apr,spam
opinion jada kusruthi lovable silent spl character matured stylish simple pls reply,ham
please call customer service representative ampm guaranteed cash prize,spam
thats fine got enough bud last night least,ham
haha figure well found piece priscillas bowl,ham
si lor juz watched italian job,ham
dude sux snake got old raiden got buff,ham
also sir sent email log usc payment portal ill send another message explain thing back home great weekend,ham
mean website yes,ham
man carlos definitely coming mu tonight excuse,ham
room need,ham
set place heart mind mind easily forgets heart always remember wish happy valentine day,ham
send pic like,ham
sorry ill call later,ham
santa calling would little one like call santa xmas eve call book time,spam
sound like something someone testing would sayy,ham
wat make people dearer de happiness dat u feel u meet de pain u feel u miss dem,ham
someone contacted dating service entered phone fancy find call landline poboxntfp,spam
going sao mu today done,ham
come din c yup cut hair,ham
dahe stupid daalways sending like thisdon believe messagepandy mental,ham
boo babe u enjoyin yourjob u seemed b gettin well hunnyhope ure oktake care illspeak u soonlots loveme xxxx,ham
cool fun practicing making baby,ham
ok arm feeling weak cuz got shot go another time,ham
get home,ham
urgent mobile awarded bonus caller prize nd attempt contact call boxqu,spam
sound gd haha wah u yan jiu fast liao,ham
great comedycant stop laughing da,ham
hope alright babe worry might felt bit desparate learned job fake waiting come back love,ham
im inside officestill filling formsdon know leave,ham
dear voucher holder next meal u use following link pc enjoy dining experiencehttpwwwvouchmecometlpdiningasp,spam
hmmmkbut want change field quickly dai wanna get system administrator network administrator,ham
hard live chat pmin choose girl connect live call cheap chat uk biggest live service vu bcmwcnxx,spam
nokia get win free auction take part send nokia hgsuitelands rowwjhl,spam
love give massage use lot baby oil fave position,ham
sleepingand surfing,ham
didnt u call lunch,ham
let ur heart ur compass ur mind ur map ur soul ur guide u never loose worldgnun sent via waysmscom,ham
im meeting call later,ham
win shopping spree every week starting play text store skilgme tscs winawk age perweeksub,spam
later guess needa mcat study,ham
congrats mobile g videophones r call videochat wid mate play java game dload polyph music noline rentl,spam
look amy ure beautiful intelligent woman like u lot know u dont like like dont worry,ham
hello lover go new job happy think wake slave send teasing kiss across sea,ham
watching surya movie pm vijay movie pokkiri,ham
oh ic thought meant mary jane,ham
guy car shop flirting got phone number paperwork called texted im nervous course may address call bos tell knowing may get fired,ham
forwarded please call immediately urgent message waiting,spam
guess ithis first time created web page wwwasjesuscom read wrote im waiting opinion want friend,spam
said kiss kiss cant sound effect gorgeous man isnt kind person need smile brighten day,ham
thanks da thangam feel happy dear also miss da,ham
ok lor,ham
eat shit wait ur monkey face bitch u asshole,ham
heehee funny tho,ham
dear know ltgt th ltgt th birthday loving gopalettan planning give small gift day like participate welcome please contact admin team detail,ham
usualiam fine happy amp well,ham
ok da already planned wil pick,ham
hope enjoyed new content text stop unsubscribe helpp provided tonesyoucouk,spam
wat make people dearer de happiness dat u feel u meet de pain u feel u miss dem,ham
good dont need receiptswell done yes please tell whats number could ring,ham
well keep mind ive got enough gas one round trip barring sudden influx cash,ham
mean february april ill getting place stay dont hustle back forth audition season since sister moved away harlem,ham
love as enjoy doggy style,ham
cmon babe make horny turn txt fantasy babe im hot sticky need reply cost cancel send stop,spam
yup lunch buffet u eat already,ham
mu try figure much money everyone gas alcohol jay trying figure weed budget,ham
hey sathya till dint meet even single time saw situation sathya,ham
